Set Index,TSI avg,TSI max,TO avg,TO max,WS-BM,Max-BM,SSU min,SSU avg,SSTU min,SSTU avg,BN% max,Max Defect Component,BN% avg,WSAS,WSIS,WSAS-M,WSIS-M,Verboten,Spurious,dG Variance,dG Range,Tf_score
Best_Species/current,0.37488227534375,0.883217624,0.244345796852143,0.39372673909,33,7,0.3011,0.894883167783168,0.3478,0.919887179487179,4.79444444444444,solo-tcC_Ctc,3.25549803650623,17,304,62,1912,518.5,559.64402,0.132083516483516,1.03,-291.970365918803
