Set Index,TSI avg,TSI max,TO avg,TO max,WS-BM,Max-BM,SSU min,SSU avg,SSTU min,SSTU avg,BN% max,Max Defect Component,BN% avg,WSAS,WSIS,WSAS-M,WSIS-M,Verboten,Spurious,dG Variance,dG Range,Tf_score
Best_Species/current,0.56815403965625,2.5664220415,0.333112152940714,0.613186986335,39,7,0.3177,0.900375868175868,0.6092,0.928667521367521,4.98333333333333,solo-tcC_Ctc,2.96048325451545,30,534,21,1837,382,1581.204,0.458615384615385,1.68,-289.472636217949
